"","SUD_Type","q3_age","StUD_Year","REGION","EGEOLOC","n"
"2845","Cocaine","Young Adult",2015,2,26,2
"2846","Cocaine","Young Adult",2015,3,6,2
"2847","Cocaine","Young Adult",2015,3,7,2
"2848","Cocaine","Young Adult",2015,3,32,25
"2849","Cocaine","Young Adult",2015,3,33,129
"2850","Cocaine","Young Adult",2015,3,34,75
"2851","Cocaine","Young Adult",2015,3,35,30
"2852","Cocaine","Young Adult",2015,3,36,62
"2853","Cocaine","Young Adult",2015,3,37,85
"2854","Cocaine","Young Adult",2015,3,38,41
"2855","Cocaine","Young Adult",2015,3,39,1
"2856","Cocaine","Young Adult",2015,3,41,20
"2857","Cocaine","Young Adult",2015,3,42,23
"2858","Cocaine","Young Adult",2015,3,43,14
"2859","Cocaine","Young Adult",2015,3,44,50
"2860","Cocaine","Young Adult",2015,3,46,8
"2861","Cocaine","Young Adult",2015,3,47,67
"2862","Cocaine","Young Adult",2015,3,48,9
"2863","Cocaine","Young Adult",2015,3,49,109
"2864","Cocaine","Young Adult",2015,4,52,23
"2865","Cocaine","Young Adult",2015,4,53,23
"2866","Cocaine","Young Adult",2015,4,54,9
"2867","Cocaine","Young Adult",2015,4,56,5
"2868","Cocaine","Young Adult",2015,4,57,13
"2869","Cocaine","Young Adult",2015,4,58,19
"2870","Cocaine","Young Adult",2015,4,59,1
"2871","Cocaine","Young Adult",2015,4,62,92
"2872","Cocaine","Young Adult",2015,4,64,19
"2873","Cocaine","Young Adult",2015,4,65,31
"2874","Cocaine","Young Adult",2015,5,4,5
"2875","Cocaine","Young Adult",2015,5,6,2
"2876","Cocaine","Young Adult",2015,5,8,2
"2877","Cocaine","Young Adult",2015,5,9,1
"2878","Cocaine","Young Adult",2015,5,11,1
"2879","Cocaine","Young Adult",2015,5,12,1
"2880","Cocaine","Young Adult",2015,5,13,1
"2881","Cocaine","Young Adult",2015,5,16,2
"2882","Cocaine","Young Adult",2015,5,34,2
"2883","Cocaine","Young Adult",2015,5,37,1
"2884","Cocaine","Young Adult",2015,5,49,3
"2885","Cocaine","Young Adult",2015,5,52,2
"2886","Cocaine","Young Adult",2015,5,58,1
"2887","Cocaine","Young Adult",2015,5,62,1
