"","SUD_Type","q3_age","StUD_Year","REGION","EGEOLOC","n"
"730","All","Adult",2012,5,42,4
"731","All","Adult",2012,5,43,1
"732","All","Adult",2012,5,44,1
"733","All","Adult",2012,5,48,3
"734","All","Adult",2012,5,49,2
"735","All","Adult",2012,5,52,1
"736","All","Adult",2012,5,53,2
"737","All","Adult",2012,5,58,1
"738","All","Adult",2012,5,61,1
"739","All","Adult",2012,5,62,11
"740","All","Adult",2012,5,64,1
"741","All","Adult",2012,5,65,1
"742","All","Adult",2012,5,97,1
"743","All","Adult",2013,1,4,21
"744","All","Adult",2013,1,5,3
"745","All","Adult",2013,1,6,14
"746","All","Adult",2013,1,7,4
"747","All","Adult",2013,1,8,4
"748","All","Adult",2013,1,11,20
"749","All","Adult",2013,1,12,185
"750","All","Adult",2013,1,13,46
"751","All","Adult",2013,2,7,1
"752","All","Adult",2013,2,16,42
"753","All","Adult",2013,2,17,103
"754","All","Adult",2013,2,18,54
"755","All","Adult",2013,2,19,88
"756","All","Adult",2013,2,20,25
"757","All","Adult",2013,2,22,40
"758","All","Adult",2013,2,23,27
"759","All","Adult",2013,2,24,31
"760","All","Adult",2013,2,25,71
"761","All","Adult",2013,2,26,19
"762","All","Adult",2013,2,27,8
"763","All","Adult",2013,2,28,3
"764","All","Adult",2013,3,6,1
"765","All","Adult",2013,3,31,1
"766","All","Adult",2013,3,32,7
"767","All","Adult",2013,3,33,76
"768","All","Adult",2013,3,34,120
"769","All","Adult",2013,3,35,12
"770","All","Adult",2013,3,36,49
"771","All","Adult",2013,3,37,104
"772","All","Adult",2013,3,38,21
"773","All","Adult",2013,3,39,8
"774","All","Adult",2013,3,41,32
"775","All","Adult",2013,3,42,49
"776","All","Adult",2013,3,43,33
"777","All","Adult",2013,3,44,52
"778","All","Adult",2013,3,46,22
"779","All","Adult",2013,3,47,87
"780","All","Adult",2013,3,48,28
"781","All","Adult",2013,3,49,202
"782","All","Adult",2013,4,6,1
"783","All","Adult",2013,4,52,54
"784","All","Adult",2013,4,53,33
"785","All","Adult",2013,4,54,46
"786","All","Adult",2013,4,55,26
"787","All","Adult",2013,4,56,45
"788","All","Adult",2013,4,57,49
"789","All","Adult",2013,4,58,32
"790","All","Adult",2013,4,59,8
"791","All","Adult",2013,4,61,2
"792","All","Adult",2013,4,62,939
"793","All","Adult",2013,4,63,2
"794","All","Adult",2013,4,64,63
"795","All","Adult",2013,4,65,120
"796","All","Adult",2013,5,1,19
"797","All","Adult",2013,5,4,2
"798","All","Adult",2013,5,6,2
"799","All","Adult",2013,5,7,1
"800","All","Adult",2013,5,8,1
"801","All","Adult",2013,5,11,2
"802","All","Adult",2013,5,12,4
"803","All","Adult",2013,5,16,2
"804","All","Adult",2013,5,17,26
"805","All","Adult",2013,5,18,8
"806","All","Adult",2013,5,19,6
"807","All","Adult",2013,5,20,3
"808","All","Adult",2013,5,22,1
"809","All","Adult",2013,5,24,4
"810","All","Adult",2013,5,25,1
"811","All","Adult",2013,5,26,2
"812","All","Adult",2013,5,33,2
"813","All","Adult",2013,5,34,4
"814","All","Adult",2013,5,35,1
"815","All","Adult",2013,5,36,2
"816","All","Adult",2013,5,38,10
"817","All","Adult",2013,5,39,2
"818","All","Adult",2013,5,41,1
"819","All","Adult",2013,5,42,7
"820","All","Adult",2013,5,43,1
"821","All","Adult",2013,5,44,3
"822","All","Adult",2013,5,47,1
"823","All","Adult",2013,5,49,3
"824","All","Adult",2013,5,52,3
"825","All","Adult",2013,5,56,2
"826","All","Adult",2013,5,57,1
"827","All","Adult",2013,5,58,2
"828","All","Adult",2013,5,62,7
"829","All","Adult",2013,5,64,1
"830","All","Adult",2013,5,65,1
"831","All","Adult",2014,1,4,28
"832","All","Adult",2014,1,5,10
"833","All","Adult",2014,1,6,24
"834","All","Adult",2014,1,7,6
"835","All","Adult",2014,1,8,1
"836","All","Adult",2014,1,9,3
"837","All","Adult",2014,1,11,31
"838","All","Adult",2014,1,12,162
"839","All","Adult",2014,1,13,136
"840","All","Adult",2014,2,16,37
"841","All","Adult",2014,2,17,129
"842","All","Adult",2014,2,18,78
"843","All","Adult",2014,2,19,106
"844","All","Adult",2014,2,20,33
"845","All","Adult",2014,2,22,38
"846","All","Adult",2014,2,23,18
"847","All","Adult",2014,2,24,49
"848","All","Adult",2014,2,25,92
"849","All","Adult",2014,2,26,18
"850","All","Adult",2014,2,27,4
"851","All","Adult",2014,2,28,9
"852","All","Adult",2014,3,4,2
"853","All","Adult",2014,3,31,2
"854","All","Adult",2014,3,32,8
"855","All","Adult",2014,3,33,90
"856","All","Adult",2014,3,34,140
"857","All","Adult",2014,3,35,11
"858","All","Adult",2014,3,36,60
"859","All","Adult",2014,3,37,127
"860","All","Adult",2014,3,38,33
"861","All","Adult",2014,3,39,58
"862","All","Adult",2014,3,41,34
"863","All","Adult",2014,3,42,78
"864","All","Adult",2014,3,43,34
"865","All","Adult",2014,3,44,67
"866","All","Adult",2014,3,46,37
"867","All","Adult",2014,3,47,147
"868","All","Adult",2014,3,48,54
"869","All","Adult",2014,3,49,240
"870","All","Adult",2014,4,52,78
"871","All","Adult",2014,4,53,35
"872","All","Adult",2014,4,54,46
"873","All","Adult",2014,4,55,4
"874","All","Adult",2014,4,56,40
"875","All","Adult",2014,4,57,49
"876","All","Adult",2014,4,58,35
"877","All","Adult",2014,4,59,10
"878","All","Adult",2014,4,61,3
"879","All","Adult",2014,4,62,715
"880","All","Adult",2014,4,63,5
"881","All","Adult",2014,4,64,67
"882","All","Adult",2014,4,65,123
"883","All","Adult",2014,5,1,18
"884","All","Adult",2014,5,4,3
"885","All","Adult",2014,5,5,1
"886","All","Adult",2014,5,7,1
"887","All","Adult",2014,5,12,1
"888","All","Adult",2014,5,13,2
"889","All","Adult",2014,5,16,2
"890","All","Adult",2014,5,17,21
"891","All","Adult",2014,5,18,3
"892","All","Adult",2014,5,19,9
"893","All","Adult",2014,5,20,2
"894","All","Adult",2014,5,24,1
"895","All","Adult",2014,5,25,2
"896","All","Adult",2014,5,26,1
"897","All","Adult",2014,5,28,1
"898","All","Adult",2014,5,33,4
"899","All","Adult",2014,5,34,1
"900","All","Adult",2014,5,35,1
"901","All","Adult",2014,5,38,17
"902","All","Adult",2014,5,39,3
"903","All","Adult",2014,5,42,1
"904","All","Adult",2014,5,44,2
"905","All","Adult",2014,5,46,1
"906","All","Adult",2014,5,47,1
"907","All","Adult",2014,5,49,2
"908","All","Adult",2014,5,52,4
"909","All","Adult",2014,5,56,1
"910","All","Adult",2014,5,58,2
"911","All","Adult",2014,5,62,7
"912","All","Adult",2014,5,65,1
"913","All","Adult",2015,1,4,8
"914","All","Adult",2015,1,6,25
"915","All","Adult",2015,1,7,1
"916","All","Adult",2015,1,8,4
"917","All","Adult",2015,1,9,2
"918","All","Adult",2015,1,11,13
"919","All","Adult",2015,1,12,105
"920","All","Adult",2015,1,13,47
"921","All","Adult",2015,2,16,37
"922","All","Adult",2015,2,17,60
"923","All","Adult",2015,2,18,55
"924","All","Adult",2015,2,19,70
"925","All","Adult",2015,2,20,20
"926","All","Adult",2015,2,22,27
"927","All","Adult",2015,2,23,20
"928","All","Adult",2015,2,24,23
"929","All","Adult",2015,2,25,50
"930","All","Adult",2015,2,26,9
"931","All","Adult",2015,2,27,5
"932","All","Adult",2015,2,28,2
"933","All","Adult",2015,3,31,1
"934","All","Adult",2015,3,32,10
"935","All","Adult",2015,3,33,101
"936","All","Adult",2015,3,34,75
"937","All","Adult",2015,3,35,11
"938","All","Adult",2015,3,36,50
"939","All","Adult",2015,3,37,108
"940","All","Adult",2015,3,38,23
"941","All","Adult",2015,3,39,5
"942","All","Adult",2015,3,41,29
"943","All","Adult",2015,3,42,66
"944","All","Adult",2015,3,43,24
"945","All","Adult",2015,3,44,57
"946","All","Adult",2015,3,46,18
"947","All","Adult",2015,3,47,144
"948","All","Adult",2015,3,48,41
"949","All","Adult",2015,3,49,213
"950","All","Adult",2015,4,52,54
"951","All","Adult",2015,4,53,28
"952","All","Adult",2015,4,54,63
"953","All","Adult",2015,4,55,3
"954","All","Adult",2015,4,56,21
"955","All","Adult",2015,4,57,31
"956","All","Adult",2015,4,58,34
"957","All","Adult",2015,4,59,3
"958","All","Adult",2015,4,61,1
"959","All","Adult",2015,4,62,259
"960","All","Adult",2015,4,64,39
"961","All","Adult",2015,4,65,70
"962","All","Adult",2015,5,6,1
"963","All","Adult",2015,5,17,1
"964","All","Adult",2015,5,49,2
"965","All","Adult",2015,5,52,1
"966","All","Adult",2015,5,61,1
"967","All","Adult",2015,5,62,3
"968","All","Adult",2015,5,65,1
"969","All","Young Adult",2009,1,4,11
"970","All","Young Adult",2009,1,5,2
"971","All","Young Adult",2009,1,6,4
"972","All","Young Adult",2009,1,7,2
"973","All","Young Adult",2009,1,9,2
"974","All","Young Adult",2009,1,11,6
"975","All","Young Adult",2009,1,12,9
"976","All","Young Adult",2009,1,13,21
"977","All","Young Adult",2009,2,16,36
"978","All","Young Adult",2009,2,17,11
"979","All","Young Adult",2009,2,18,11
"980","All","Young Adult",2009,2,19,13
"981","All","Young Adult",2009,2,20,4
"982","All","Young Adult",2009,2,22,15
"983","All","Young Adult",2009,2,23,5
"984","All","Young Adult",2009,2,24,8
"985","All","Young Adult",2009,2,25,11
"986","All","Young Adult",2009,2,26,1
"987","All","Young Adult",2009,2,28,1
"988","All","Young Adult",2009,3,31,2
"989","All","Young Adult",2009,3,33,12
"990","All","Young Adult",2009,3,34,12
"991","All","Young Adult",2009,3,35,10
"992","All","Young Adult",2009,3,36,4
"993","All","Young Adult",2009,3,37,8
"994","All","Young Adult",2009,3,38,3
"995","All","Young Adult",2009,3,39,1
"996","All","Young Adult",2009,3,41,6
"997","All","Young Adult",2009,3,42,5
"998","All","Young Adult",2009,3,43,5
"999","All","Young Adult",2009,3,44,5
"1000","All","Young Adult",2009,3,46,2
"1001","All","Young Adult",2009,3,47,2
"1002","All","Young Adult",2009,3,48,9
"1003","All","Young Adult",2009,3,49,96
"1004","All","Young Adult",2009,4,52,11
"1005","All","Young Adult",2009,4,53,8
"1006","All","Young Adult",2009,4,54,1
"1007","All","Young Adult",2009,4,55,6
"1008","All","Young Adult",2009,4,56,6
"1009","All","Young Adult",2009,4,57,21
"1010","All","Young Adult",2009,4,58,3
"1011","All","Young Adult",2009,4,59,1
"1012","All","Young Adult",2009,4,61,1
"1013","All","Young Adult",2009,4,62,146
"1014","All","Young Adult",2009,4,64,12
"1015","All","Young Adult",2009,4,65,17
"1016","All","Young Adult",2009,5,1,3
"1017","All","Young Adult",2009,5,5,1
"1018","All","Young Adult",2009,5,13,1
"1019","All","Young Adult",2009,5,17,1
"1020","All","Young Adult",2009,5,18,1
"1021","All","Young Adult",2009,5,24,1
"1022","All","Young Adult",2009,5,26,1
"1023","All","Young Adult",2009,5,33,1
"1024","All","Young Adult",2009,5,34,1
"1025","All","Young Adult",2009,5,36,1
"1026","All","Young Adult",2009,5,62,1
"1027","All","Young Adult",2010,1,4,27
"1028","All","Young Adult",2010,1,5,6
"1029","All","Young Adult",2010,1,6,9
"1030","All","Young Adult",2010,1,7,5
"1031","All","Young Adult",2010,1,8,1
"1032","All","Young Adult",2010,1,11,21
"1033","All","Young Adult",2010,1,12,58
"1034","All","Young Adult",2010,1,13,41
"1035","All","Young Adult",2010,2,7,1
"1036","All","Young Adult",2010,2,16,62
"1037","All","Young Adult",2010,2,17,40
"1038","All","Young Adult",2010,2,18,22
"1039","All","Young Adult",2010,2,19,25
"1040","All","Young Adult",2010,2,20,8
"1041","All","Young Adult",2010,2,22,10
"1042","All","Young Adult",2010,2,23,8
"1043","All","Young Adult",2010,2,24,12
"1044","All","Young Adult",2010,2,25,31
"1045","All","Young Adult",2010,2,26,4
"1046","All","Young Adult",2010,2,27,1
"1047","All","Young Adult",2010,2,28,1
"1048","All","Young Adult",2010,3,4,1
"1049","All","Young Adult",2010,3,32,1
"1050","All","Young Adult",2010,3,33,27
"1051","All","Young Adult",2010,3,34,31
"1052","All","Young Adult",2010,3,35,5
"1053","All","Young Adult",2010,3,36,20
"1054","All","Young Adult",2010,3,37,22
"1055","All","Young Adult",2010,3,38,8
"1056","All","Young Adult",2010,3,39,6
"1057","All","Young Adult",2010,3,41,10
"1058","All","Young Adult",2010,3,42,10
"1059","All","Young Adult",2010,3,43,6
"1060","All","Young Adult",2010,3,44,11
"1061","All","Young Adult",2010,3,46,4
"1062","All","Young Adult",2010,3,47,5
"1063","All","Young Adult",2010,3,48,29
"1064","All","Young Adult",2010,3,49,178
"1065","All","Young Adult",2010,4,6,1
"1066","All","Young Adult",2010,4,52,22
"1067","All","Young Adult",2010,4,53,17
"1068","All","Young Adult",2010,4,55,12
"1069","All","Young Adult",2010,4,56,9
"1070","All","Young Adult",2010,4,57,30
"1071","All","Young Adult",2010,4,58,18
"1072","All","Young Adult",2010,4,59,2
"1073","All","Young Adult",2010,4,62,357
"1074","All","Young Adult",2010,4,64,36
"1075","All","Young Adult",2010,4,65,32
"1076","All","Young Adult",2010,5,1,9
"1077","All","Young Adult",2010,5,4,1
"1078","All","Young Adult",2010,5,11,1
"1079","All","Young Adult",2010,5,12,3
"1080","All","Young Adult",2010,5,16,2
"1081","All","Young Adult",2010,5,17,10
"1082","All","Young Adult",2010,5,19,1
"1083","All","Young Adult",2010,5,23,1
"1084","All","Young Adult",2010,5,24,1
"1085","All","Young Adult",2010,5,25,3
"1086","All","Young Adult",2010,5,27,1
"1087","All","Young Adult",2010,5,34,3
"1088","All","Young Adult",2010,5,38,7
"1089","All","Young Adult",2010,5,41,1
"1090","All","Young Adult",2010,5,42,1
"1091","All","Young Adult",2010,5,49,2
"1092","All","Young Adult",2010,5,62,3
"1093","All","Young Adult",2011,1,4,25
"1094","All","Young Adult",2011,1,5,10
"1095","All","Young Adult",2011,1,6,5
"1096","All","Young Adult",2011,1,7,7
"1097","All","Young Adult",2011,1,8,5
"1098","All","Young Adult",2011,1,9,2
"1099","All","Young Adult",2011,1,11,25
"1100","All","Young Adult",2011,1,12,99
"1101","All","Young Adult",2011,1,13,89
"1102","All","Young Adult",2011,2,16,136
"1103","All","Young Adult",2011,2,17,90
"1104","All","Young Adult",2011,2,18,31
"1105","All","Young Adult",2011,2,19,51
"1106","All","Young Adult",2011,2,20,9
"1107","All","Young Adult",2011,2,22,11
"1108","All","Young Adult",2011,2,23,10
"1109","All","Young Adult",2011,2,24,39
"1110","All","Young Adult",2011,2,25,38
"1111","All","Young Adult",2011,2,26,10
"1112","All","Young Adult",2011,2,28,2
"1113","All","Young Adult",2011,3,4,1
"1114","All","Young Adult",2011,3,31,1
"1115","All","Young Adult",2011,3,32,5
"1116","All","Young Adult",2011,3,33,50
"1117","All","Young Adult",2011,3,34,61
"1118","All","Young Adult",2011,3,35,12
"1119","All","Young Adult",2011,3,36,42
"1120","All","Young Adult",2011,3,37,26
"1121","All","Young Adult",2011,3,38,16
"1122","All","Young Adult",2011,3,39,18
"1123","All","Young Adult",2011,3,41,26
"1124","All","Young Adult",2011,3,42,21
"1125","All","Young Adult",2011,3,43,11
"1126","All","Young Adult",2011,3,44,35
"1127","All","Young Adult",2011,3,46,8
"1128","All","Young Adult",2011,3,47,37
"1129","All","Young Adult",2011,3,48,49
"1130","All","Young Adult",2011,3,49,278
"1131","All","Young Adult",2011,4,52,47
"1132","All","Young Adult",2011,4,53,30
"1133","All","Young Adult",2011,4,54,28
"1134","All","Young Adult",2011,4,55,22
"1135","All","Young Adult",2011,4,56,23
"1136","All","Young Adult",2011,4,57,55
"1137","All","Young Adult",2011,4,58,24
"1138","All","Young Adult",2011,4,59,3
"1139","All","Young Adult",2011,4,61,4
"1140","All","Young Adult",2011,4,62,542
"1141","All","Young Adult",2011,4,64,42
"1142","All","Young Adult",2011,4,65,84
"1143","All","Young Adult",2011,5,1,10
"1144","All","Young Adult",2011,5,4,3
"1145","All","Young Adult",2011,5,6,1
"1146","All","Young Adult",2011,5,11,1
"1147","All","Young Adult",2011,5,12,2
"1148","All","Young Adult",2011,5,17,10
"1149","All","Young Adult",2011,5,18,2
"1150","All","Young Adult",2011,5,19,7
"1151","All","Young Adult",2011,5,20,3
"1152","All","Young Adult",2011,5,23,1
"1153","All","Young Adult",2011,5,24,1
"1154","All","Young Adult",2011,5,25,3
"1155","All","Young Adult",2011,5,33,3
"1156","All","Young Adult",2011,5,38,16
"1157","All","Young Adult",2011,5,39,1
"1158","All","Young Adult",2011,5,41,1
"1159","All","Young Adult",2011,5,42,2
"1160","All","Young Adult",2011,5,44,1
"1161","All","Young Adult",2011,5,47,1
"1162","All","Young Adult",2011,5,48,1
"1163","All","Young Adult",2011,5,49,3
"1164","All","Young Adult",2011,5,52,6
"1165","All","Young Adult",2011,5,59,1
"1166","All","Young Adult",2011,5,61,1
"1167","All","Young Adult",2011,5,62,3
"1168","All","Young Adult",2011,5,65,1
"1169","All","Young Adult",2012,1,4,39
"1170","All","Young Adult",2012,1,5,12
"1171","All","Young Adult",2012,1,6,16
"1172","All","Young Adult",2012,1,7,8
"1173","All","Young Adult",2012,1,8,2
"1174","All","Young Adult",2012,1,9,3
"1175","All","Young Adult",2012,1,11,34
"1176","All","Young Adult",2012,1,12,165
"1177","All","Young Adult",2012,1,13,115
"1178","All","Young Adult",2012,2,16,103
"1179","All","Young Adult",2012,2,17,88
"1180","All","Young Adult",2012,2,18,44
"1181","All","Young Adult",2012,2,19,65
"1182","All","Young Adult",2012,2,20,45
"1183","All","Young Adult",2012,2,22,40
"1184","All","Young Adult",2012,2,23,22
"1185","All","Young Adult",2012,2,24,47
"1186","All","Young Adult",2012,2,25,78
"1187","All","Young Adult",2012,2,26,14
"1188","All","Young Adult",2012,2,27,8
"1189","All","Young Adult",2012,2,28,4
"1190","All","Young Adult",2012,3,4,1
"1191","All","Young Adult",2012,3,5,1
"1192","All","Young Adult",2012,3,7,1
"1193","All","Young Adult",2012,3,31,1
"1194","All","Young Adult",2012,3,32,2
"1195","All","Young Adult",2012,3,33,68
"1196","All","Young Adult",2012,3,34,105
"1197","All","Young Adult",2012,3,35,20
"1198","All","Young Adult",2012,3,36,53
"1199","All","Young Adult",2012,3,37,51
"1200","All","Young Adult",2012,3,38,23
"1201","All","Young Adult",2012,3,39,21
"1202","All","Young Adult",2012,3,41,32
"1203","All","Young Adult",2012,3,42,27
"1204","All","Young Adult",2012,3,43,7
"1205","All","Young Adult",2012,3,44,39
"1206","All","Young Adult",2012,3,46,10
"1207","All","Young Adult",2012,3,47,53
"1208","All","Young Adult",2012,3,48,66
"1209","All","Young Adult",2012,3,49,288
"1210","All","Young Adult",2012,4,52,56
"1211","All","Young Adult",2012,4,53,31
"1212","All","Young Adult",2012,4,54,44
"1213","All","Young Adult",2012,4,55,11
"1214","All","Young Adult",2012,4,56,36
"1215","All","Young Adult",2012,4,57,66
"1216","All","Young Adult",2012,4,58,49
"1217","All","Young Adult",2012,4,59,3
"1218","All","Young Adult",2012,4,61,8
"1219","All","Young Adult",2012,4,62,786
"1220","All","Young Adult",2012,4,63,1
"1221","All","Young Adult",2012,4,64,93
"1222","All","Young Adult",2012,4,65,145
"1223","All","Young Adult",2012,5,1,14
"1224","All","Young Adult",2012,5,5,1
"1225","All","Young Adult",2012,5,6,1
"1226","All","Young Adult",2012,5,8,1
"1227","All","Young Adult",2012,5,11,1
"1228","All","Young Adult",2012,5,12,2
"1229","All","Young Adult",2012,5,13,1
"1230","All","Young Adult",2012,5,16,4
"1231","All","Young Adult",2012,5,17,7
"1232","All","Young Adult",2012,5,19,5
"1233","All","Young Adult",2012,5,20,4
"1234","All","Young Adult",2012,5,24,2
"1235","All","Young Adult",2012,5,25,3
"1236","All","Young Adult",2012,5,26,1
"1237","All","Young Adult",2012,5,33,3
"1238","All","Young Adult",2012,5,34,2
"1239","All","Young Adult",2012,5,37,1
"1240","All","Young Adult",2012,5,38,11
"1241","All","Young Adult",2012,5,39,2
"1242","All","Young Adult",2012,5,41,1
"1243","All","Young Adult",2012,5,42,3
"1244","All","Young Adult",2012,5,44,1
"1245","All","Young Adult",2012,5,49,3
"1246","All","Young Adult",2012,5,52,4
"1247","All","Young Adult",2012,5,56,1
"1248","All","Young Adult",2012,5,58,1
"1249","All","Young Adult",2012,5,62,6
"1250","All","Young Adult",2012,5,64,1
"1251","All","Young Adult",2012,5,65,2
"1252","All","Young Adult",2012,5,97,1
"1253","All","Young Adult",2013,1,4,39
"1254","All","Young Adult",2013,1,5,8
"1255","All","Young Adult",2013,1,6,25
"1256","All","Young Adult",2013,1,7,17
"1257","All","Young Adult",2013,1,8,3
"1258","All","Young Adult",2013,1,11,40
"1259","All","Young Adult",2013,1,12,230
"1260","All","Young Adult",2013,1,13,38
"1261","All","Young Adult",2013,2,16,41
"1262","All","Young Adult",2013,2,17,77
"1263","All","Young Adult",2013,2,18,61
"1264","All","Young Adult",2013,2,19,98
"1265","All","Young Adult",2013,2,20,40
"1266","All","Young Adult",2013,2,22,20
"1267","All","Young Adult",2013,2,23,30
"1268","All","Young Adult",2013,2,24,41
"1269","All","Young Adult",2013,2,25,85
"1270","All","Young Adult",2013,2,26,23
"1271","All","Young Adult",2013,2,27,4
"1272","All","Young Adult",2013,2,28,13
"1273","All","Young Adult",2013,3,6,2
"1274","All","Young Adult",2013,3,32,6
"1275","All","Young Adult",2013,3,33,72
"1276","All","Young Adult",2013,3,34,102
"1277","All","Young Adult",2013,3,35,9
"1278","All","Young Adult",2013,3,36,44
"1279","All","Young Adult",2013,3,37,104
"1280","All","Young Adult",2013,3,38,26
"1281","All","Young Adult",2013,3,39,9
"1282","All","Young Adult",2013,3,41,36
"1283","All","Young Adult",2013,3,42,43
"1284","All","Young Adult",2013,3,43,13
"1285","All","Young Adult",2013,3,44,54
"1286","All","Young Adult",2013,3,46,20
"1287","All","Young Adult",2013,3,47,75
"1288","All","Young Adult",2013,3,48,33
"1289","All","Young Adult",2013,3,49,230
"1290","All","Young Adult",2013,4,52,74
"1291","All","Young Adult",2013,4,53,43
"1292","All","Young Adult",2013,4,54,37
"1293","All","Young Adult",2013,4,55,34
"1294","All","Young Adult",2013,4,56,43
"1295","All","Young Adult",2013,4,57,45
"1296","All","Young Adult",2013,4,58,66
"1297","All","Young Adult",2013,4,59,3
"1298","All","Young Adult",2013,4,61,8
"1299","All","Young Adult",2013,4,62,815
"1300","All","Young Adult",2013,4,63,2
"1301","All","Young Adult",2013,4,64,81
"1302","All","Young Adult",2013,4,65,250
"1303","All","Young Adult",2013,5,1,15
"1304","All","Young Adult",2013,5,4,6
"1305","All","Young Adult",2013,5,5,1
"1306","All","Young Adult",2013,5,6,3
"1307","All","Young Adult",2013,5,11,1
"1308","All","Young Adult",2013,5,12,3
"1309","All","Young Adult",2013,5,13,1
"1310","All","Young Adult",2013,5,16,2
"1311","All","Young Adult",2013,5,17,17
"1312","All","Young Adult",2013,5,18,1
"1313","All","Young Adult",2013,5,19,10
"1314","All","Young Adult",2013,5,20,1
"1315","All","Young Adult",2013,5,22,1
"1316","All","Young Adult",2013,5,23,3
"1317","All","Young Adult",2013,5,24,4
"1318","All","Young Adult",2013,5,25,4
"1319","All","Young Adult",2013,5,26,3
"1320","All","Young Adult",2013,5,27,1
"1321","All","Young Adult",2013,5,33,1
"1322","All","Young Adult",2013,5,34,3
"1323","All","Young Adult",2013,5,36,1
"1324","All","Young Adult",2013,5,38,11
"1325","All","Young Adult",2013,5,41,2
"1326","All","Young Adult",2013,5,42,4
"1327","All","Young Adult",2013,5,43,1
"1328","All","Young Adult",2013,5,48,1
"1329","All","Young Adult",2013,5,49,4
"1330","All","Young Adult",2013,5,52,9
"1331","All","Young Adult",2013,5,53,1
"1332","All","Young Adult",2013,5,54,1
"1333","All","Young Adult",2013,5,62,10
"1334","All","Young Adult",2013,5,65,1
"1335","All","Young Adult",2014,1,4,33
"1336","All","Young Adult",2014,1,5,12
"1337","All","Young Adult",2014,1,6,26
"1338","All","Young Adult",2014,1,7,15
"1339","All","Young Adult",2014,1,8,6
"1340","All","Young Adult",2014,1,9,3
"1341","All","Young Adult",2014,1,11,47
"1342","All","Young Adult",2014,1,12,183
"1343","All","Young Adult",2014,1,13,124
"1344","All","Young Adult",2014,2,6,1
"1345","All","Young Adult",2014,2,16,43
"1346","All","Young Adult",2014,2,17,104
"1347","All","Young Adult",2014,2,18,80
"1348","All","Young Adult",2014,2,19,93
"1349","All","Young Adult",2014,2,20,65
"1350","All","Young Adult",2014,2,22,34
"1351","All","Young Adult",2014,2,23,27
"1352","All","Young Adult",2014,2,24,34
"1353","All","Young Adult",2014,2,25,98
"1354","All","Young Adult",2014,2,26,11
"1355","All","Young Adult",2014,2,27,3
"1356","All","Young Adult",2014,2,28,5
"1357","All","Young Adult",2014,3,6,2
"1358","All","Young Adult",2014,3,32,4
"1359","All","Young Adult",2014,3,33,88
"1360","All","Young Adult",2014,3,34,132
"1361","All","Young Adult",2014,3,35,26
"1362","All","Young Adult",2014,3,36,75
"1363","All","Young Adult",2014,3,37,85
"1364","All","Young Adult",2014,3,38,22
"1365","All","Young Adult",2014,3,39,23
"1366","All","Young Adult",2014,3,41,53
"1367","All","Young Adult",2014,3,42,64
"1368","All","Young Adult",2014,3,43,30
"1369","All","Young Adult",2014,3,44,72
"1370","All","Young Adult",2014,3,46,33
"1371","All","Young Adult",2014,3,47,92
"1372","All","Young Adult",2014,3,48,55
"1373","All","Young Adult",2014,3,49,282
"1374","All","Young Adult",2014,4,52,87
"1375","All","Young Adult",2014,4,53,57
"1376","All","Young Adult",2014,4,54,52
"1377","All","Young Adult",2014,4,55,3
"1378","All","Young Adult",2014,4,56,43
"1379","All","Young Adult",2014,4,57,56
"1380","All","Young Adult",2014,4,58,64
"1381","All","Young Adult",2014,4,59,4
"1382","All","Young Adult",2014,4,61,10
"1383","All","Young Adult",2014,4,62,620
"1384","All","Young Adult",2014,4,63,1
"1385","All","Young Adult",2014,4,64,79
"1386","All","Young Adult",2014,4,65,249
"1387","All","Young Adult",2014,5,1,22
"1388","All","Young Adult",2014,5,4,4
"1389","All","Young Adult",2014,5,5,1
"1390","All","Young Adult",2014,5,6,1
"1391","All","Young Adult",2014,5,11,3
"1392","All","Young Adult",2014,5,12,2
"1393","All","Young Adult",2014,5,13,1
"1394","All","Young Adult",2014,5,17,18
"1395","All","Young Adult",2014,5,19,7
"1396","All","Young Adult",2014,5,20,2
"1397","All","Young Adult",2014,5,23,1
"1398","All","Young Adult",2014,5,24,6
"1399","All","Young Adult",2014,5,25,2
"1400","All","Young Adult",2014,5,26,1
"1401","All","Young Adult",2014,5,33,3
"1402","All","Young Adult",2014,5,34,4
"1403","All","Young Adult",2014,5,36,2
"1404","All","Young Adult",2014,5,38,11
"1405","All","Young Adult",2014,5,39,2
"1406","All","Young Adult",2014,5,42,1
"1407","All","Young Adult",2014,5,43,1
"1408","All","Young Adult",2014,5,49,8
"1409","All","Young Adult",2014,5,52,10
"1410","All","Young Adult",2014,5,53,2
"1411","All","Young Adult",2014,5,58,1
"1412","All","Young Adult",2014,5,62,4
"1413","All","Young Adult",2014,5,64,1
"1414","All","Young Adult",2014,5,97,1
"1415","All","Young Adult",2015,1,4,8
"1416","All","Young Adult",2015,1,5,5
"1417","All","Young Adult",2015,1,6,26
"1418","All","Young Adult",2015,1,7,3
"1419","All","Young Adult",2015,1,9,1
"1420","All","Young Adult",2015,1,11,33
"1421","All","Young Adult",2015,1,12,137
"1422","All","Young Adult",2015,1,13,59
"1423","All","Young Adult",2015,2,16,43
"1424","All","Young Adult",2015,2,17,50
"1425","All","Young Adult",2015,2,18,59
"1426","All","Young Adult",2015,2,19,76
"1427","All","Young Adult",2015,2,20,21
"1428","All","Young Adult",2015,2,22,29
"1429","All","Young Adult",2015,2,23,18
