"","REGION","EGEOLOC","q3_age","SUD_Type","StUD_Year","n","freq"
"421",3,46,"Adolescent","All",2015,1,0.0126167045167802
"422",3,46,"Adolescent","Cocaine",2011,2,0.0252334090335604
"423",3,46,"Adolescent","Cocaine",2012,2,0.0252334090335604
"424",3,46,"Adolescent","Cocaine",2013,2,0.0252334090335604
"425",3,46,"Adolescent","Cocaine",2015,1,0.0126167045167802
"426",3,47,"Adolescent","All",2009,1,0.0126167045167802
"427",3,47,"Adolescent","All",2010,3,0.0378501135503407
"428",3,47,"Adolescent","All",2011,11,0.138783749684582
"429",3,47,"Adolescent","All",2012,9,0.113550340651022
"430",3,47,"Adolescent","All",2013,9,0.113550340651022
"431",3,47,"Adolescent","All",2014,11,0.138783749684582
"432",3,47,"Adolescent","All",2015,11,0.138783749684582
"433",3,47,"Adolescent","Cocaine",2009,4,0.0504668180671209
"434",3,47,"Adolescent","Cocaine",2010,1,0.0126167045167802
"435",3,47,"Adolescent","Cocaine",2011,4,0.0504668180671209
"436",3,47,"Adolescent","Cocaine",2012,7,0.0883169316174615
"437",3,47,"Adolescent","Cocaine",2013,6,0.0757002271006813
"438",3,47,"Adolescent","Cocaine",2014,8,0.100933636134242
